fecha,s1p1,s1p2,s1p3,s1p4,s1p5,s2p6,s2p7,s2p8,s2p9,s3p10,s3p11,s3p12,s3p13,s4p14
06/02/2025 15:23,De acuerdo,De acuerdo,De acuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,
15/05/2025 18:15,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,
10/05/2025 06:09,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente en desacuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,"Intenté comprar un taclado esperando el descuento, pero no encontré disponibilidad."
15/02/2025 14:30,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,
17/03/2025 02:13,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,"Me incomoda que la lógica de precios parece algo confusa, lo cual es útil para algunos compradores."
02/06/2025 07:18,En desacuerdo,Neutral,De acuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,"Los precios cambian con mucha frecuencia, así que trato de estar al tanto para no perder las mejores oportunidades."
30/04/2025 15:00,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,
08/05/2025 20:06,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,
28/05/2025 06:07,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
11/02/2025 12:53,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,
13/02/2025 16:40,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,
17/01/2025 01:15,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
29/01/2025 05:15,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
19/04/2025 00:18,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,
14/05/2025 01:39,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,
27/05/2025 01:25,En desacuerdo,Neutral,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
30/04/2025 23:47,En desacuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,
11/04/2025 01:30,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,
02/06/2025 13:08,Neutral,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,
16/05/2025 09:23,En desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,
13/06/2025 11:56,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Los precios dinámicos me han ayudado a aprovechar las temporadas bajas y comprar más barato.
18/05/2025 16:30,Neutral,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,Neutral,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
24/04/2025 03:26,De acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
22/02/2025 11:06,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,"Me gusta que en Mercado Libre los precios cambian, porque así puedes encontrar buenas ofertas si esperas el momento adecuado. Eso sí, no hay que caer en la trampa del '¡últimas unidades!', porque a veces solo es para presionar al comprador."
17/04/2025 21:13,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,
13/02/2025 00:51,De acuerdo,Neutral,De acuerdo,Totalmente en desacuerdo,Neutral,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,"He visto productos que duplican su precio semanas antes del Hot Sale, para luego 'rebajarlos' al costo normal y hacerte creer que ahorras."
08/06/2025 19:21,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,"Siento que los precios cambian demasiado seguido, aunque sería mejor si avisaran con tiempo."
14/06/2025 18:49,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,
02/04/2025 09:28,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,
16/01/2025 12:46,Totalmente de acuerdo,En desacuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,
20/01/2025 02:34,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
27/02/2025 14:09,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,Neutral,
21/03/2025 02:51,Neutral,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,Deberían mandar notificaciones cuando bajen los precios de los productos que uno guarda.
18/03/2025 03:20,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,De acuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,
22/03/2025 10:21,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,
02/01/2025 21:12,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,
04/01/2025 22:28,De acuerdo,En desacuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,
26/05/2025 14:17,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,"Las promociones en Mercado Libre se ven atractivas, pero no siempre coinciden con los precios bajos."
03/01/2025 07:11,Neutral,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
12/04/2025 13:36,Neutral,En desacuerdo,Neutral,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
14/04/2025 23:09,De acuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
06/05/2025 18:22,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,
13/03/2025 19:33,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,En desacuerdo,De acuerdo,
30/03/2025 19:51,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,De acuerdo,"Me gusta que pueda guardar un producto y esperar a que baje de precio, pero no siempre funciona."
27/04/2025 15:40,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,
03/03/2025 04:52,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,
29/01/2025 06:23,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
18/02/2025 13:36,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,
05/01/2025 14:04,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
20/04/2025 09:18,En desacuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,
15/03/2025 07:12,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
13/04/2025 07:21,En desacuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,
15/03/2025 21:07,Neutral,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,
08/05/2025 08:54,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,
07/03/2025 10:32,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
10/03/2025 18:12,De acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Neutral,Neutral,
14/05/2025 19:07,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
01/03/2025 02:31,En desacuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,
29/04/2025 13:41,Neutral,En desacuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,
20/05/2025 03:33,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,"He notado que la estrategia tiene sentido si no tienes urgencia, y por eso programo mis compras con antelación."
09/05/2025 04:13,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,
05/03/2025 21:45,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,En desacuerdo,Neutral,
18/05/2025 22:40,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,
04/02/2025 02:49,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
13/03/2025 13:59,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,En desacuerdo,Neutral,En desacuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,
01/06/2025 13:05,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,
05/06/2025 00:31,Neutral,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,
04/04/2025 14:45,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,"Suben precios en temporada baja y los 'bajan' en fechas clave, pero al final pagas lo mismo que antes. Puro marketing."
03/06/2025 22:10,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,
26/05/2025 00:39,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,
15/03/2025 13:03,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,"Considero que los precios cambian demasiado seguido, y eso me obliga a estar pendiente del calendario."
12/06/2025 06:34,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,
19/06/2025 23:18,Neutral,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,"No tenía idea de eso de los 'precios dinámicos'. Yo solo entro a Mercado Libre, busco lo que necesito y le compro al vendedor que lo ofrezca más barato. ¿Eso no es simplemente competencia normal entre tiendas?"
04/04/2025 06:23,Neutral,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
01/03/2025 05:27,Neutral,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,
06/05/2025 07:49,En desacuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,"Me incomoda que la empresa podría informar mejor sobre los cambios de precio, lo cual es útil para algunos compradores."
29/04/2025 06:25,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
20/04/2025 16:42,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
08/05/2025 13:15,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
12/03/2025 02:19,Neutral,Neutral,De acuerdo,Neutral,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,
02/04/2025 22:39,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,
25/02/2025 15:16,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,
31/05/2025 07:43,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,
20/01/2025 05:55,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
23/04/2025 06:31,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,Neutral,Neutral,Totalmente de acuerdo,
05/01/2025 07:02,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,"Descubrí que cuando un vendedor tiene pocas unidades, a veces bajan el precio pra vender rápido. Por eso ahora, si algo me interesa, estoy pendiente. Así me ahorré $80 mil en un reloj que solo tenía 2 disponibles."
07/06/2025 12:02,En desacuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,
21/02/2025 06:39,De acuerdo,En desacuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,
30/04/2025 09:28,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
09/02/2025 20:43,Neutral,De acuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
30/01/2025 13:53,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
22/03/2025 12:39,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,"Opino que cuando bajan los precios, el stock se agota rápidamente, lo que beneficia a los compradores que están atentos y deciden rápido, pero no a mi ya que no puedo estar pendiente de los precios."
25/03/2025 11:49,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,"Es evidente que las ofertas de temporada baja son buenas, lo cual es útil para algunos compradores."
09/06/2025 09:20,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,
17/05/2025 08:48,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
14/04/2025 04:01,En desacuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
30/05/2025 17:11,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
21/02/2025 23:46,Neutral,De acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,
16/06/2025 01:10,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,
25/05/2025 04:34,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,
31/05/2025 10:49,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,
27/05/2025 14:14,De acuerdo,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,Neutral,Neutral,Neutral,Totalmente en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
03/01/2025 02:07,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,"Desde mi experiencia, la estrategia tiene sentido si no tienes urgencia, lo cual es útil para algunos compradores."
01/04/2025 17:07,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
07/04/2025 15:49,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
26/03/2025 18:10,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,
26/01/2025 19:29,Neutral,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Neutral,Neutral,Neutral,Totalmente en desacuerdo,De acuerdo,Neutral,De acuerdo,Neutral,"He notado que la empresa podría informar mejor sobre los cambios de precio, aunque me parece injusto cuando suben demasiado."
12/06/2025 08:32,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,
15/01/2025 05:14,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
26/01/2025 11:00,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
14/01/2025 22:41,Neutral,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,
11/04/2025 01:42,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,
22/01/2025 12:16,De acuerdo,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,
